Unnamed: 0,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
13736.0,alive,airbag,belted,f,54,2000,1996.0,nodeploy,driver
13737.0,alive,none,belted,m,40,2000,1986.0,unavail,driver
13738.0,alive,airbag,belted,f,17,2000,1999.0,deploy,driver
13739.0,alive,airbag,belted,m,21,2000,1999.0,deploy,pass
13740.0,alive,airbag,belted,m,18,2000,1999.0,deploy,driver
13741.0,alive,airbag,belted,f,19,2000,1999.0,deploy,pass
13742.0,alive,airbag,belted,m,52,2000,1998.0,deploy,driver
13743.0,alive,airbag,belted,m,51,2000,1998.0,deploy,pass
13744.0,alive,airbag,none,m,17,2000,2000.0,nodeploy,driver
13745.0,alive,airbag,none,m,17,2000,2000.0,nodeploy,pass
13746.0,alive,none,none,f,60,2000,1991.0,unavail,driver
13747.0,alive,none,belted,f,66,2000,1991.0,unavail,driver
13748.0,alive,airbag,belted,f,57,2000,1999.0,deploy,driver
13749.0,alive,none,belted,m,54,2000,1981.0,unavail,driver
13750.0,alive,none,none,f,34,2000,1991.0,unavail,driver
13751.0,alive,airbag,belted,m,17,2000,1995.0,deploy,driver
13752.0,alive,none,belted,f,47,2000,1995.0,unavail,driver
13753.0,alive,airbag,none,m,60,2000,1997.0,deploy,driver
13754.0,alive,airbag,belted,f,61,2000,1997.0,deploy,pass
13755.0,alive,airbag,belted,f,23,2000,2000.0,nodeploy,driver
13756.0,alive,airbag,belted,f,47,2000,1995.0,nodeploy,driver
13757.0,alive,airbag,belted,f,23,2000,1995.0,nodeploy,pass
13758.0,alive,airbag,belted,m,35,2000,1998.0,deploy,driver
13759.0,alive,airbag,belted,f,35,2000,1997.0,deploy,driver
13760.0,alive,airbag,belted,m,25,2000,2000.0,deploy,driver
13761.0,alive,none,belted,m,52,2000,1995.0,unavail,driver
13762.0,alive,none,belted,f,43,2000,1995.0,unavail,pass
13763.0,dead,airbag,none,m,22,2000,1997.0,deploy,driver
13764.0,alive,airbag,belted,m,77,2000,1995.0,deploy,driver
13765.0,alive,airbag,belted,f,19,2000,1998.0,deploy,driver
13766.0,alive,airbag,belted,m,21,2000,1998.0,deploy,pass
13767.0,alive,airbag,belted,m,33,2000,1999.0,deploy,driver
13768.0,alive,none,none,m,33,2000,1988.0,unavail,driver
13769.0,alive,airbag,none,f,48,2000,1993.0,deploy,driver
13770.0,alive,none,belted,m,21,2000,1988.0,unavail,driver
13771.0,alive,airbag,belted,f,37,2000,1997.0,nodeploy,driver
13772.0,alive,none,belted,m,19,2000,1972.0,unavail,driver
13773.0,alive,none,belted,f,24,2000,1990.0,unavail,driver
13774.0,alive,none,belted,f,20,2000,1990.0,unavail,pass
13775.0,alive,airbag,belted,m,72,2000,2000.0,deploy,driver
13776.0,alive,airbag,belted,m,26,2000,1996.0,deploy,driver
13777.0,alive,none,belted,m,31,2000,1990.0,unavail,driver
13778.0,alive,airbag,belted,m,52,2000,1998.0,deploy,driver
13779.0,alive,airbag,belted,f,45,2000,1996.0,nodeploy,driver
13780.0,alive,none,belted,m,80,2000,1993.0,unavail,driver
13781.0,alive,none,none,f,46,2000,1990.0,unavail,driver
13782.0,alive,none,none,m,31,2000,1987.0,unavail,driver
13783.0,alive,none,none,m,19,2000,1987.0,unavail,pass
13784.0,alive,none,belted,f,46,2000,1989.0,unavail,driver
13785.0,dead,none,none,f,74,2000,1989.0,unavail,pass
13786.0,alive,airbag,belted,f,24,2000,1998.0,nodeploy,driver
13787.0,alive,airbag,belted,f,19,2000,2000.0,deploy,driver
13788.0,alive,airbag,belted,f,18,2000,2000.0,deploy,pass
13789.0,alive,none,belted,f,26,2000,1988.0,unavail,driver
13790.0,alive,none,none,m,21,2000,1988.0,unavail,pass
13791.0,dead,airbag,belted,f,38,2000,1994.0,deploy,driver
13792.0,alive,airbag,belted,m,39,2000,1998.0,nodeploy,driver
13793.0,alive,airbag,none,m,60,2000,1998.0,nodeploy,pass
13794.0,alive,airbag,belted,m,36,2000,2000.0,nodeploy,driver
13795.0,alive,airbag,none,f,31,2000,2000.0,nodeploy,pass
13796.0,alive,airbag,belted,m,57,2000,1998.0,deploy,driver
13797.0,alive,airbag,belted,f,56,2000,1998.0,deploy,pass
13798.0,alive,none,belted,m,33,2000,1994.0,unavail,driver
13799.0,alive,airbag,belted,m,50,2000,1997.0,deploy,driver
13800.0,alive,airbag,belted,m,46,2000,1997.0,deploy,driver
13801.0,alive,airbag,belted,f,44,2000,1997.0,deploy,pass
13802.0,alive,airbag,belted,m,46,2000,1999.0,deploy,driver
13803.0,alive,airbag,belted,f,26,2000,1997.0,deploy,driver
13804.0,alive,airbag,belted,f,53,2000,1999.0,deploy,driver
13805.0,alive,airbag,belted,f,28,2000,1999.0,nodeploy,driver
13806.0,alive,airbag,belted,f,32,2000,1999.0,nodeploy,pass
13807.0,alive,airbag,belted,m,23,2000,1993.0,deploy,driver
13808.0,alive,airbag,belted,m,19,2000,1997.0,deploy,driver
13809.0,alive,airbag,belted,f,19,2000,1997.0,deploy,pass
13810.0,alive,none,none,m,25,2000,1985.0,unavail,driver
13811.0,alive,none,belted,m,22,2000,1985.0,unavail,pass
13812.0,alive,airbag,belted,f,19,2000,2000.0,nodeploy,driver
13813.0,alive,airbag,belted,f,59,2000,2000.0,nodeploy,driver
13814.0,alive,airbag,belted,m,19,2000,1994.0,deploy,driver
13815.0,alive,airbag,none,m,21,2000,1994.0,deploy,pass
13816.0,alive,none,none,f,29,2000,1986.0,unavail,driver
13817.0,alive,airbag,belted,f,28,2000,1993.0,nodeploy,driver
13818.0,alive,airbag,belted,f,43,2000,1993.0,nodeploy,driver
13819.0,alive,airbag,none,m,43,2000,1993.0,nodeploy,pass
13820.0,alive,airbag,belted,f,42,2000,1997.0,nodeploy,driver
13821.0,alive,airbag,belted,f,59,2000,1995.0,nodeploy,driver
13822.0,alive,airbag,belted,m,50,2000,1994.0,deploy,driver
13823.0,dead,airbag,none,m,29,2000,1999.0,nodeploy,driver
13824.0,alive,airbag,belted,m,52,2000,1997.0,deploy,driver
13825.0,alive,none,belted,f,23,2000,1993.0,unavail,driver
13826.0,alive,none,belted,f,38,2000,1993.0,unavail,driver
13827.0,dead,none,belted,m,79,2000,1993.0,unavail,pass
13828.0,alive,none,belted,m,23,2000,1988.0,unavail,driver
13829.0,alive,airbag,belted,f,63,2000,1997.0,deploy,driver
13830.0,alive,airbag,belted,m,40,2000,1995.0,deploy,driver
13831.0,alive,airbag,belted,f,20,2000,1999.0,nodeploy,driver
13832.0,alive,none,belted,m,67,2000,1988.0,unavail,driver
13833.0,dead,none,belted,m,63,2000,1992.0,unavail,driver
13834.0,alive,airbag,belted,m,38,2000,2000.0,deploy,driver
13835.0,alive,none,belted,m,33,2000,1992.0,unavail,driver
13836.0,alive,airbag,belted,f,41,2000,1998.0,nodeploy,driver
13837.0,alive,airbag,belted,m,19,2000,2000.0,deploy,driver
13838.0,alive,airbag,belted,m,52,2000,1995.0,nodeploy,driver
13839.0,alive,none,belted,m,24,2000,1987.0,unavail,driver
13840.0,alive,airbag,belted,m,37,2000,1998.0,deploy,driver
13841.0,alive,airbag,belted,f,34,2000,1995.0,deploy,driver
13842.0,dead,none,belted,m,54,2000,1992.0,unavail,driver
13843.0,alive,airbag,belted,f,20,2000,1999.0,deploy,driver
13844.0,alive,airbag,belted,m,20,2000,1999.0,deploy,pass
13845.0,alive,none,belted,m,21,2000,1989.0,unavail,driver
13846.0,alive,none,none,f,18,2000,1989.0,unavail,pass
13847.0,alive,airbag,none,m,20,2000,1990.0,deploy,driver
13848.0,alive,none,none,m,21,2000,1990.0,unavail,pass
13849.0,alive,none,belted,m,32,2000,1986.0,unavail,driver
13850.0,alive,none,belted,f,35,2000,1986.0,unavail,pass
13851.0,dead,none,belted,m,43,2000,1994.0,unavail,driver
13852.0,alive,airbag,belted,f,54,2000,1998.0,nodeploy,driver
13853.0,alive,airbag,belted,f,72,2000,1997.0,deploy,driver
13854.0,alive,airbag,belted,m,37,2000,1999.0,nodeploy,driver
13855.0,alive,airbag,belted,f,34,2000,1999.0,nodeploy,pass
13856.0,dead,airbag,none,f,64,2000,1993.0,deploy,driver
13857.0,alive,none,none,m,17,2000,1993.0,unavail,pass
13858.0,alive,airbag,belted,f,63,2000,2000.0,deploy,driver
13859.0,alive,none,belted,m,19,2000,1991.0,unavail,driver
13860.0,alive,airbag,belted,m,32,2000,1991.0,deploy,driver
13861.0,dead,none,none,m,31,2000,1987.0,unavail,driver
13862.0,dead,none,belted,f,32,2000,1987.0,unavail,pass
13863.0,alive,airbag,belted,m,23,2000,1997.0,deploy,driver
13864.0,alive,airbag,belted,f,47,2000,1997.0,deploy,driver
13865.0,alive,airbag,belted,f,41,2000,2000.0,deploy,driver
13866.0,alive,none,belted,m,20,2000,1988.0,unavail,driver
13867.0,alive,none,belted,m,20,2000,1993.0,unavail,driver
13868.0,alive,none,belted,f,19,2000,1993.0,unavail,pass
13869.0,alive,airbag,belted,f,28,2000,1996.0,nodeploy,driver
13870.0,alive,none,none,m,35,2000,1986.0,unavail,driver
13871.0,alive,airbag,belted,f,45,2000,1997.0,deploy,driver
13872.0,alive,none,belted,f,29,2000,1987.0,unavail,driver
13873.0,alive,none,none,m,39,2000,1987.0,unavail,pass
13874.0,alive,airbag,belted,f,59,2000,2000.0,deploy,driver
13875.0,alive,airbag,belted,m,38,2000,2000.0,nodeploy,driver
13876.0,alive,none,belted,m,38,2000,1982.0,unavail,driver
13877.0,alive,airbag,belted,m,39,2000,1993.0,nodeploy,driver
13878.0,alive,none,belted,f,41,2000,1993.0,unavail,driver
13879.0,alive,airbag,none,m,63,2000,2000.0,deploy,driver
13880.0,alive,airbag,belted,f,80,2000,1992.0,deploy,driver
13881.0,dead,airbag,belted,f,21,2000,1991.0,nodeploy,driver
13882.0,alive,none,belted,f,37,2000,1982.0,unavail,driver
13883.0,alive,airbag,belted,m,51,2000,1997.0,deploy,driver
13884.0,alive,airbag,belted,m,86,2000,1996.0,nodeploy,driver
13885.0,alive,airbag,belted,f,79,2000,1996.0,nodeploy,pass
13886.0,alive,airbag,none,m,19,2000,2001.0,deploy,driver
13887.0,alive,airbag,belted,f,18,2000,2001.0,deploy,pass
13888.0,alive,none,belted,m,45,2000,1983.0,unavail,driver
13889.0,alive,airbag,belted,m,38,2000,2000.0,deploy,driver
13890.0,alive,airbag,belted,f,35,2000,1999.0,deploy,driver
13891.0,alive,airbag,belted,f,30,2000,1994.0,deploy,driver
13892.0,alive,airbag,belted,m,29,2000,1997.0,nodeploy,driver
13893.0,alive,airbag,belted,m,49,2000,1995.0,deploy,driver
13894.0,alive,airbag,none,m,55,2000,1991.0,deploy,driver
13895.0,alive,airbag,belted,f,22,2000,1997.0,deploy,driver
13896.0,alive,airbag,none,m,25,2000,1997.0,deploy,pass
13897.0,alive,airbag,belted,f,23,2000,1999.0,nodeploy,driver
13898.0,alive,none,belted,f,30,2000,1989.0,unavail,driver
13899.0,alive,airbag,belted,f,70,2000,1997.0,deploy,driver
13900.0,alive,airbag,belted,m,38,2000,2000.0,deploy,driver
13901.0,alive,none,none,m,27,2000,1996.0,unavail,driver
13902.0,alive,none,belted,m,40,2000,1992.0,unavail,driver
13903.0,dead,none,belted,m,53,2000,1990.0,unavail,driver
13904.0,alive,none,belted,f,45,2000,1990.0,unavail,driver
13905.0,alive,none,belted,f,68,2000,1990.0,unavail,pass
13906.0,alive,airbag,belted,f,43,2000,2000.0,nodeploy,driver
13907.0,alive,airbag,belted,m,21,2000,1996.0,nodeploy,driver
13908.0,alive,airbag,belted,m,68,2000,1998.0,nodeploy,driver
13909.0,alive,airbag,belted,f,68,2000,1998.0,deploy,driver
13910.0,alive,none,belted,m,19,2000,1988.0,unavail,driver
13911.0,alive,none,belted,m,17,2000,1988.0,unavail,pass
13912.0,alive,airbag,belted,f,32,2000,1993.0,deploy,driver
13913.0,alive,airbag,belted,f,31,2000,1999.0,nodeploy,driver
13914.0,dead,airbag,none,m,23,2000,1999.0,deploy,driver
13915.0,alive,none,none,m,57,2000,1990.0,unavail,driver
13916.0,alive,airbag,belted,m,30,2000,1991.0,deploy,driver
13917.0,alive,airbag,belted,f,31,2000,1997.0,deploy,driver
13918.0,alive,airbag,belted,m,28,2000,1999.0,deploy,driver
13919.0,alive,airbag,none,f,36,2000,1999.0,deploy,driver
13920.0,alive,none,belted,f,38,2000,1988.0,unavail,driver
13921.0,alive,none,belted,m,37,2000,1985.0,unavail,driver
13922.0,alive,none,belted,f,21,2000,1994.0,unavail,driver
13923.0,alive,airbag,belted,f,18,2000,1992.0,deploy,driver
13924.0,alive,none,belted,f,18,2000,1992.0,unavail,pass
13925.0,alive,none,belted,f,21,2000,1987.0,unavail,driver
13926.0,alive,none,belted,f,21,2000,1987.0,unavail,pass
13927.0,alive,airbag,belted,f,33,2000,1995.0,deploy,driver
13928.0,alive,airbag,belted,m,31,2000,1995.0,deploy,driver
13929.0,alive,airbag,belted,f,22,2000,1997.0,deploy,driver
13930.0,alive,none,belted,f,22,2000,1989.0,unavail,driver
13931.0,alive,airbag,belted,f,64,2000,1999.0,nodeploy,driver
13932.0,alive,airbag,belted,m,35,2000,1996.0,nodeploy,driver
13933.0,alive,airbag,belted,f,34,2000,1996.0,nodeploy,pass
13934.0,alive,none,none,m,43,2000,1989.0,unavail,driver
13935.0,alive,none,belted,m,24,2000,1992.0,unavail,driver
13936.0,alive,none,belted,f,25,2000,1992.0,unavail,pass
13937.0,alive,airbag,belted,m,56,2000,1996.0,nodeploy,driver
13938.0,alive,airbag,belted,f,56,2000,1996.0,nodeploy,pass
13939.0,alive,airbag,belted,m,44,2000,1993.0,nodeploy,driver
13940.0,alive,airbag,belted,f,28,2000,1993.0,nodeploy,pass
13941.0,alive,airbag,belted,m,57,2000,1997.0,deploy,driver
13942.0,dead,none,belted,f,88,2000,1990.0,unavail,driver
13943.0,alive,none,belted,m,45,2000,1987.0,unavail,driver
13944.0,alive,airbag,belted,m,50,2000,1995.0,deploy,driver
13945.0,alive,airbag,none,f,21,2000,1999.0,deploy,driver
13946.0,alive,airbag,belted,m,37,2000,2000.0,deploy,driver
13947.0,alive,none,belted,f,19,2000,1988.0,unavail,driver
13948.0,dead,airbag,none,m,25,2000,2000.0,deploy,driver
13949.0,dead,airbag,none,m,27,2000,2000.0,deploy,pass
13950.0,alive,airbag,belted,f,29,2000,1993.0,nodeploy,driver
13951.0,alive,airbag,belted,m,29,2000,1998.0,deploy,driver
13952.0,alive,airbag,belted,m,39,2000,1999.0,deploy,driver
13953.0,alive,airbag,belted,m,33,2000,1995.0,deploy,driver
13954.0,alive,airbag,belted,f,29,2000,1995.0,deploy,pass
13955.0,alive,airbag,belted,m,71,2000,1999.0,deploy,driver
13956.0,alive,airbag,belted,m,73,2000,1999.0,deploy,pass
13957.0,alive,none,belted,f,19,2000,1988.0,unavail,driver
13958.0,alive,none,belted,m,23,2000,1988.0,unavail,pass
13959.0,alive,none,belted,m,35,2000,1986.0,unavail,driver
13960.0,alive,airbag,belted,m,16,2000,1995.0,deploy,driver
13961.0,alive,airbag,none,m,19,2000,1995.0,deploy,pass
13962.0,alive,none,belted,f,53,2000,1994.0,unavail,driver
13963.0,alive,none,belted,f,46,2000,1994.0,unavail,pass
13964.0,alive,airbag,belted,f,36,2000,1997.0,deploy,driver
13965.0,alive,airbag,belted,m,40,2000,1997.0,deploy,pass
13966.0,alive,none,belted,m,51,2000,1988.0,unavail,driver
13967.0,alive,airbag,belted,f,28,2000,2000.0,nodeploy,pass
13968.0,alive,airbag,belted,m,79,2000,1997.0,nodeploy,driver
13969.0,alive,airbag,belted,f,77,2000,1997.0,nodeploy,pass
13970.0,alive,airbag,belted,m,31,2000,2000.0,deploy,driver
13971.0,alive,airbag,belted,f,51,2000,1998.0,deploy,driver
13972.0,alive,airbag,belted,m,53,2000,1997.0,deploy,driver
13973.0,alive,airbag,belted,f,16,2000,1995.0,nodeploy,driver
13974.0,alive,airbag,belted,m,41,2000,1994.0,deploy,driver
13975.0,alive,airbag,belted,f,37,2000,1994.0,deploy,pass
13976.0,alive,airbag,belted,m,39,2000,1998.0,nodeploy,driver
13977.0,alive,airbag,belted,f,54,2000,1994.0,deploy,driver
13978.0,alive,airbag,belted,m,31,2000,1998.0,deploy,driver
13979.0,alive,none,belted,f,41,2000,1990.0,unavail,driver
13980.0,alive,airbag,belted,m,38,2000,1997.0,deploy,driver
13981.0,alive,airbag,belted,m,34,2000,2000.0,nodeploy,driver
13982.0,alive,airbag,none,m,22,2000,1999.0,deploy,driver
13983.0,alive,none,none,m,39,2000,1978.0,unavail,driver
13984.0,alive,airbag,belted,f,77,2000,1999.0,deploy,driver
13985.0,alive,none,belted,m,32,2000,1992.0,unavail,driver
13986.0,alive,airbag,belted,f,30,2000,1994.0,nodeploy,driver
13987.0,alive,airbag,belted,f,72,2000,1997.0,nodeploy,driver
13988.0,alive,airbag,belted,m,77,2000,1996.0,nodeploy,driver
13989.0,alive,none,none,f,43,2000,2000.0,unavail,driver
13990.0,alive,airbag,belted,m,19,2000,2000.0,nodeploy,driver
13991.0,alive,airbag,none,m,65,2000,1994.0,deploy,driver
13992.0,alive,none,belted,f,43,2000,1989.0,unavail,driver
13993.0,alive,airbag,belted,f,56,2000,2000.0,deploy,driver
13994.0,alive,airbag,belted,f,25,2000,1995.0,deploy,driver
13995.0,alive,airbag,belted,m,19,2000,1997.0,deploy,driver
13996.0,alive,none,none,f,25,2000,1993.0,unavail,driver
13997.0,alive,airbag,belted,m,17,2000,1995.0,nodeploy,driver
13998.0,alive,airbag,belted,m,86,2000,1999.0,nodeploy,driver
13999.0,alive,airbag,belted,m,39,2000,1998.0,nodeploy,driver
14000.0,alive,airbag,none,f,19,2000,1994.0,deploy,driver
14001.0,alive,none,none,f,18,2000,1994.0,unavail,pass
14002.0,alive,none,belted,f,19,2000,1992.0,unavail,driver
14003.0,alive,none,belted,m,60,2000,1991.0,unavail,driver
14004.0,alive,none,belted,m,45,2000,1991.0,unavail,pass
14005.0,alive,airbag,belted,m,30,2000,1995.0,nodeploy,driver
14006.0,alive,airbag,belted,f,35,2000,1995.0,nodeploy,pass
14007.0,alive,airbag,belted,f,30,2000,1998.0,nodeploy,driver
14008.0,alive,airbag,belted,f,38,2000,1999.0,deploy,driver
14009.0,alive,airbag,belted,f,66,2000,2000.0,deploy,driver
14010.0,alive,airbag,belted,f,16,2000,1997.0,deploy,driver
14011.0,alive,airbag,belted,m,20,2000,1997.0,nodeploy,driver
14012.0,alive,airbag,belted,f,16,2000,1997.0,nodeploy,pass
14013.0,alive,airbag,belted,m,35,2000,1999.0,nodeploy,driver
14014.0,alive,none,belted,m,38,2000,1991.0,unavail,driver
14015.0,alive,airbag,belted,m,17,2000,1997.0,deploy,driver
14016.0,alive,none,belted,m,41,2000,1986.0,unavail,driver
14017.0,alive,airbag,belted,m,20,2000,1998.0,deploy,driver
14018.0,alive,airbag,belted,f,30,2000,1994.0,deploy,driver
14019.0,alive,airbag,none,f,73,2000,1994.0,deploy,pass
14020.0,alive,airbag,belted,m,43,2000,1996.0,nodeploy,driver
14021.0,alive,airbag,belted,m,45,2000,1995.0,nodeploy,driver
14022.0,alive,airbag,belted,f,37,2000,1998.0,deploy,driver
14023.0,alive,airbag,belted,f,51,2000,1998.0,deploy,pass
14024.0,alive,none,none,m,45,2000,1989.0,unavail,driver
14025.0,alive,none,none,f,70,2000,1987.0,unavail,driver
14026.0,alive,airbag,belted,m,30,2000,1995.0,nodeploy,driver
14027.0,alive,airbag,belted,f,39,2000,1999.0,nodeploy,driver
14028.0,alive,none,belted,m,55,2000,1982.0,unavail,driver
14029.0,alive,none,none,f,72,2000,1982.0,unavail,pass
14030.0,alive,airbag,belted,m,51,2000,2000.0,deploy,driver
14031.0,alive,airbag,belted,m,51,2000,1997.0,deploy,driver
14032.0,alive,none,belted,f,22,2000,1991.0,unavail,driver
14033.0,alive,none,belted,f,24,2000,1991.0,unavail,pass
14034.0,alive,none,belted,f,22,2000,1991.0,unavail,driver
14035.0,alive,none,none,f,28,2000,1978.0,unavail,driver
14036.0,alive,airbag,belted,m,18,2000,1995.0,nodeploy,driver
14037.0,alive,airbag,belted,f,17,2000,1995.0,nodeploy,pass
14038.0,alive,airbag,belted,m,46,2000,1996.0,nodeploy,driver
14039.0,alive,none,belted,m,54,2000,1990.0,unavail,driver
14040.0,alive,airbag,belted,f,37,2000,2000.0,deploy,driver
14041.0,alive,airbag,none,m,22,2000,1999.0,deploy,driver
14042.0,alive,airbag,belted,m,35,2000,1997.0,nodeploy,driver
14043.0,alive,none,belted,m,32,2000,1994.0,unavail,driver
14044.0,alive,airbag,belted,m,51,2000,1995.0,deploy,driver
14045.0,alive,airbag,belted,m,25,2000,1995.0,deploy,driver
14046.0,alive,airbag,none,m,29,2000,1998.0,nodeploy,driver
14047.0,alive,airbag,none,m,32,2000,1998.0,nodeploy,pass
14048.0,alive,airbag,belted,f,44,2000,2001.0,nodeploy,driver
14049.0,alive,airbag,belted,f,52,2000,1995.0,deploy,driver
14050.0,alive,none,belted,f,47,2000,1990.0,unavail,driver
14051.0,dead,none,belted,f,76,2000,1990.0,unavail,pass
14052.0,alive,none,belted,f,44,2000,1989.0,unavail,driver
14053.0,alive,airbag,belted,f,46,2000,1999.0,nodeploy,driver
14054.0,alive,airbag,belted,m,27,2000,1999.0,deploy,driver
14055.0,alive,none,belted,m,45,2000,1989.0,unavail,driver
14056.0,alive,none,belted,m,53,2000,1990.0,unavail,driver
14057.0,alive,airbag,belted,m,17,2000,2000.0,nodeploy,driver
14058.0,alive,airbag,belted,m,17,2000,2000.0,nodeploy,pass
14059.0,alive,airbag,belted,m,21,2000,1998.0,deploy,driver
14060.0,alive,none,belted,m,17,2000,1986.0,unavail,driver
14061.0,alive,airbag,belted,f,19,2000,1995.0,deploy,driver
14062.0,alive,airbag,belted,f,50,2000,1997.0,nodeploy,driver
14063.0,alive,airbag,belted,f,19,2000,1992.0,nodeploy,driver
14064.0,alive,airbag,none,m,19,2000,1995.0,nodeploy,driver
14065.0,alive,airbag,belted,f,21,2000,1995.0,deploy,driver
14066.0,alive,airbag,belted,m,23,2000,2000.0,nodeploy,driver
14067.0,alive,airbag,belted,f,32,2000,1998.0,deploy,driver
14068.0,alive,airbag,belted,m,34,2000,1998.0,deploy,pass
14069.0,alive,airbag,belted,f,46,2000,1998.0,nodeploy,driver
14070.0,alive,airbag,belted,f,69,2000,1998.0,nodeploy,pass
14071.0,alive,airbag,none,f,67,2000,1997.0,deploy,driver
14072.0,dead,airbag,belted,m,72,2000,1997.0,deploy,pass
14073.0,alive,airbag,belted,f,44,2000,1997.0,deploy,driver
14074.0,alive,none,belted,m,16,2000,1989.0,unavail,driver
14075.0,alive,none,belted,m,16,2000,1989.0,unavail,pass
14076.0,alive,none,belted,m,51,2000,1991.0,unavail,driver
14077.0,alive,none,belted,f,18,2000,1989.0,unavail,driver
14078.0,alive,airbag,belted,f,46,2000,1999.0,deploy,driver
14079.0,alive,airbag,belted,f,21,2000,2000.0,deploy,driver
14080.0,alive,airbag,belted,f,40,2000,1994.0,deploy,driver
14081.0,alive,airbag,belted,f,37,2000,1995.0,nodeploy,driver
14082.0,alive,airbag,belted,m,38,2000,1997.0,deploy,driver
14083.0,alive,airbag,belted,f,37,2000,1997.0,deploy,pass
14084.0,alive,airbag,belted,f,42,2000,1995.0,nodeploy,driver
14085.0,alive,airbag,none,m,33,2000,1999.0,deploy,driver
14086.0,alive,airbag,belted,m,16,2000,1996.0,deploy,driver
14087.0,alive,airbag,belted,m,61,2000,1998.0,nodeploy,driver
14088.0,alive,airbag,belted,f,60,2000,1998.0,nodeploy,pass
14089.0,alive,airbag,belted,f,29,2000,1999.0,deploy,driver
14090.0,dead,airbag,belted,m,80,2000,1997.0,nodeploy,driver
14091.0,dead,airbag,belted,f,77,2000,1997.0,nodeploy,pass
14092.0,alive,airbag,belted,f,62,2000,1998.0,nodeploy,driver
14093.0,alive,none,none,f,27,2000,1991.0,unavail,driver
14094.0,alive,airbag,belted,m,20,2000,2000.0,deploy,driver
14095.0,alive,airbag,belted,f,55,2000,1996.0,deploy,driver
14096.0,alive,none,belted,m,19,2000,1986.0,unavail,driver
14097.0,alive,airbag,belted,m,31,2000,1997.0,deploy,driver
14098.0,alive,none,belted,m,57,2000,1989.0,unavail,driver
14099.0,alive,none,belted,m,58,2000,1992.0,unavail,driver
14100.0,alive,airbag,belted,f,36,2000,1997.0,deploy,driver
14101.0,alive,airbag,belted,f,40,2000,1996.0,deploy,driver
14102.0,alive,none,belted,m,28,2000,1990.0,unavail,driver
14103.0,alive,none,belted,m,29,2000,1993.0,unavail,driver
14104.0,alive,airbag,belted,m,35,2000,2000.0,nodeploy,driver
14105.0,alive,airbag,belted,m,43,2000,1999.0,nodeploy,driver
14106.0,dead,none,none,m,50,2000,1991.0,unavail,driver
14107.0,alive,airbag,belted,m,32,2000,1997.0,nodeploy,driver
14108.0,alive,airbag,none,f,47,2000,2000.0,deploy,driver
14109.0,alive,airbag,belted,m,57,2000,1995.0,nodeploy,driver
14110.0,alive,airbag,belted,m,69,2000,1992.0,deploy,driver
14111.0,alive,none,none,f,65,2000,1992.0,unavail,pass
14112.0,alive,airbag,belted,f,41,2000,1998.0,deploy,driver
14113.0,alive,none,none,m,20,2000,1979.0,unavail,driver
14114.0,alive,none,none,m,43,2000,1986.0,unavail,driver
14115.0,alive,none,none,f,21,2000,1983.0,unavail,driver
14116.0,alive,none,none,m,68,2000,1989.0,unavail,driver
14117.0,alive,none,belted,m,45,2000,1986.0,unavail,driver
14118.0,alive,none,belted,m,37,2000,1989.0,unavail,driver
14119.0,alive,airbag,belted,f,18,2000,1995.0,deploy,driver
14120.0,alive,airbag,belted,f,22,2000,1997.0,deploy,driver
14121.0,dead,none,none,m,22,2000,1981.0,unavail,driver
14122.0,alive,none,none,m,39,2000,1989.0,unavail,driver
14123.0,alive,none,none,m,39,2000,1989.0,unavail,pass
14124.0,alive,none,belted,f,37,2000,1992.0,unavail,driver
14125.0,alive,airbag,belted,f,54,2000,1997.0,deploy,driver
14126.0,alive,airbag,none,m,50,2000,1997.0,deploy,pass
14127.0,alive,none,none,m,38,2000,1987.0,unavail,driver
14128.0,alive,none,belted,m,34,2000,1994.0,unavail,driver
14129.0,dead,none,belted,f,21,2000,1990.0,unavail,driver
14130.0,alive,none,none,m,35,2000,1983.0,unavail,driver
14131.0,alive,airbag,none,f,46,2000,1998.0,deploy,driver
14132.0,alive,airbag,none,m,38,2000,1998.0,deploy,pass
14133.0,alive,airbag,none,f,50,2000,1998.0,deploy,driver
14134.0,alive,airbag,none,f,21,2000,1998.0,deploy,pass
14135.0,alive,none,none,f,20,2000,1992.0,unavail,driver
14136.0,alive,none,belted,m,21,2000,1984.0,unavail,driver
14137.0,alive,none,belted,m,21,2000,1984.0,unavail,pass
14138.0,alive,none,belted,f,47,2000,1983.0,unavail,driver
14139.0,alive,airbag,belted,m,28,2000,2000.0,nodeploy,driver
14140.0,alive,airbag,none,m,28,2000,1997.0,nodeploy,driver
14141.0,alive,airbag,none,m,64,2000,1998.0,deploy,driver
14142.0,dead,airbag,none,m,19,2000,2000.0,deploy,driver
14143.0,alive,none,belted,f,18,2000,1993.0,unavail,driver
14144.0,alive,none,belted,f,19,2000,1993.0,unavail,pass
14145.0,alive,airbag,belted,m,31,2000,1998.0,nodeploy,driver
14146.0,alive,airbag,belted,f,59,2000,1998.0,nodeploy,pass
14147.0,alive,none,none,f,49,2000,1992.0,unavail,driver
14148.0,alive,airbag,belted,f,38,2000,1996.0,nodeploy,driver
14149.0,alive,airbag,none,f,37,2000,1996.0,nodeploy,pass
