,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
4439,alive,airbag,none,m,28,1998,1996,deploy,driver
4440,alive,airbag,belted,m,24,1998,1996,deploy,pass
4441,alive,none,none,m,45,1998,1990,unavail,driver
4442,alive,none,none,f,35,1998,1990,unavail,pass
4443,alive,airbag,belted,f,26,1998,1998,deploy,driver
4444,alive,airbag,belted,m,27,1998,1998,deploy,pass
4445,alive,none,none,m,18,1998,1986,unavail,driver
4446,alive,none,none,f,74,1998,1984,unavail,driver
4447,alive,none,belted,f,44,1998,1994,unavail,driver
4448,dead,none,none,m,72,1998,1991,unavail,driver
4449,alive,none,none,f,70,1998,1991,unavail,pass
4450,alive,none,none,m,85,1998,1980,unavail,driver
4451,alive,airbag,belted,m,16,1998,1994,nodeploy,driver
4452,alive,airbag,belted,f,51,1998,1994,nodeploy,pass
4453,alive,none,none,f,19,1998,1989,unavail,driver
4454,alive,airbag,belted,m,40,1998,1998,deploy,driver
4455,alive,none,belted,m,47,1998,1991,unavail,driver
4456,alive,none,belted,f,43,1998,1991,unavail,pass
4457,alive,none,none,m,50,1998,1990,unavail,driver
4458,alive,none,none,m,50,1998,1990,unavail,pass
4459,alive,airbag,belted,m,57,1998,1991,nodeploy,driver
4460,alive,airbag,none,f,58,1998,1991,nodeploy,pass
4461,alive,airbag,none,m,39,1998,1995,deploy,driver
4462,alive,airbag,none,m,18,1998,1998,deploy,driver
4463,alive,airbag,belted,f,17,1998,1993,nodeploy,driver
4464,alive,airbag,belted,f,17,1998,1993,nodeploy,pass
4465,alive,airbag,belted,m,27,1998,1992,deploy,driver
4466,alive,none,belted,m,29,1998,1992,unavail,pass
4467,alive,airbag,belted,m,18,1998,1994,deploy,driver
4468,alive,none,belted,m,19,1998,1989,unavail,driver
4469,alive,none,belted,m,59,1998,1989,unavail,driver
4470,alive,airbag,belted,m,25,1998,1998,deploy,driver
4471,alive,airbag,belted,f,46,1998,1998,deploy,pass
4472,alive,airbag,belted,m,23,1998,1998,deploy,driver
4473,alive,airbag,none,m,50,1998,1995,nodeploy,driver
4474,alive,airbag,belted,m,45,1998,1998,nodeploy,driver
4475,alive,airbag,belted,f,28,1998,1998,nodeploy,pass
4476,alive,airbag,belted,f,22,1998,1997,deploy,driver
4477,alive,airbag,none,m,23,1998,1997,deploy,pass
4478,alive,airbag,belted,m,39,1998,1998,nodeploy,driver
4479,alive,airbag,belted,f,31,1998,1998,nodeploy,pass
4480,alive,airbag,belted,m,34,1998,1996,nodeploy,driver
4481,alive,none,none,m,29,1998,1988,unavail,driver
4482,alive,airbag,belted,m,60,1998,1998,nodeploy,driver
4483,alive,airbag,belted,m,17,1998,1998,nodeploy,pass
4484,alive,none,none,m,22,1998,1986,unavail,driver
4485,dead,none,none,f,18,1998,1986,unavail,pass
4486,dead,none,none,m,16,1998,1987,unavail,driver
4487,dead,none,none,f,17,1998,1987,unavail,pass
4488,alive,none,none,m,35,1998,1986,unavail,driver
4489,dead,none,none,f,23,1998,1986,unavail,pass
4490,dead,airbag,none,m,27,1998,1993,deploy,driver
4491,alive,airbag,none,m,29,1998,1993,deploy,pass
4492,alive,airbag,belted,m,21,1998,1996,deploy,driver
4493,alive,none,belted,m,24,1998,1988,unavail,driver
4494,alive,none,none,m,46,1998,1987,unavail,driver
4495,alive,none,none,m,66,1998,1987,unavail,driver
4496,alive,airbag,none,m,21,1998,1995,nodeploy,driver
4497,alive,none,none,m,45,1998,1989,unavail,driver
4498,alive,none,none,m,40,1998,1989,unavail,driver
4499,alive,airbag,belted,m,44,1998,1994,nodeploy,driver
4500,alive,none,belted,f,49,1998,1988,unavail,driver
4501,alive,none,none,m,18,1998,1989,unavail,driver
4502,alive,none,none,m,61,1998,1990,unavail,driver
4503,alive,airbag,belted,m,23,1998,1995,deploy,driver
4504,alive,none,none,m,44,1998,1990,unavail,driver
4505,alive,airbag,none,m,18,1998,1993,nodeploy,driver
4506,alive,airbag,belted,f,22,1998,1991,nodeploy,driver
4507,alive,airbag,belted,f,18,1998,1991,nodeploy,pass
4508,alive,none,belted,f,26,1998,1991,unavail,driver
4509,alive,none,none,m,22,1998,1989,unavail,driver
4510,alive,none,none,m,23,1998,1989,unavail,pass
4511,alive,airbag,none,f,25,1998,1996,deploy,driver
4512,alive,none,none,m,17,1998,1987,unavail,driver
4513,alive,none,none,m,18,1998,1987,unavail,pass
4514,alive,none,none,m,34,1998,1987,unavail,driver
4515,alive,airbag,belted,m,45,1998,1997,nodeploy,driver
4516,alive,airbag,belted,m,62,1998,1995,deploy,driver
4517,alive,none,belted,f,27,1998,1989,unavail,driver
4518,alive,airbag,belted,m,40,1998,1997,deploy,driver
4519,alive,airbag,belted,m,30,1998,1993,nodeploy,driver
4520,alive,none,belted,f,46,1998,1992,unavail,driver
4521,alive,none,none,m,46,1998,1991,unavail,driver
4522,alive,airbag,belted,m,25,1998,1998,nodeploy,driver
4523,alive,airbag,belted,m,26,1998,1998,nodeploy,pass
4524,alive,none,none,m,22,1998,1986,unavail,pass
4525,alive,none,belted,m,18,1998,1987,unavail,driver
4526,dead,none,none,m,18,1998,1987,unavail,pass
4527,alive,airbag,belted,f,27,1998,1994,deploy,driver
4528,alive,airbag,belted,f,31,1998,1997,deploy,driver
4529,alive,airbag,none,m,27,1998,1994,deploy,driver
4530,alive,airbag,none,m,71,1998,1994,deploy,driver
4531,alive,none,none,f,65,1998,1994,unavail,pass
4532,alive,none,belted,f,39,1998,1989,unavail,driver
4533,alive,airbag,belted,f,45,1998,1992,deploy,driver
4534,alive,airbag,belted,f,26,1998,1997,deploy,driver
4535,alive,airbag,belted,f,45,1998,1990,deploy,driver
4536,alive,none,none,f,32,1998,1990,unavail,pass
4537,alive,airbag,none,m,24,1998,1993,deploy,driver
4538,alive,none,none,m,23,1998,1993,unavail,pass
4539,alive,none,belted,f,79,1998,1992,unavail,driver
4540,alive,airbag,none,f,37,1998,1997,nodeploy,driver
4541,alive,airbag,none,m,25,1998,1995,deploy,driver
4542,alive,airbag,none,m,44,1998,1995,deploy,pass
4543,alive,airbag,none,f,30,1998,1993,nodeploy,driver
4544,alive,airbag,none,f,29,1998,1993,nodeploy,pass
4545,alive,none,belted,m,73,1998,1987,unavail,driver
4546,alive,none,belted,f,87,1998,1987,unavail,driver
4547,alive,airbag,none,m,63,1998,1995,nodeploy,driver
4548,alive,airbag,none,f,37,1998,1995,deploy,driver
4549,alive,airbag,none,m,34,1998,1995,deploy,pass
4550,alive,airbag,none,f,34,1998,1991,deploy,driver
4551,alive,airbag,belted,m,73,1998,1993,nodeploy,driver
4552,alive,airbag,belted,f,71,1998,1993,nodeploy,pass
4553,alive,none,none,m,27,1998,1986,unavail,driver
4554,alive,none,belted,f,41,1998,1990,unavail,driver
4555,alive,none,belted,m,51,1998,1988,unavail,driver
4556,alive,none,none,f,36,1998,1991,unavail,driver
4557,alive,airbag,belted,m,22,1998,1997,deploy,driver
4558,alive,none,belted,m,34,1998,1992,unavail,driver
4559,alive,none,belted,m,68,1998,1991,unavail,driver
4560,alive,airbag,belted,m,29,1998,1997,deploy,driver
4561,alive,none,belted,f,78,1998,1987,unavail,driver
4562,alive,none,belted,m,56,1998,1991,unavail,driver
4563,alive,airbag,belted,m,43,1998,1995,nodeploy,driver
4564,alive,airbag,belted,m,20,1998,1995,deploy,driver
4565,alive,airbag,none,m,20,1998,1998,deploy,driver
4566,alive,airbag,none,m,20,1998,1998,deploy,pass
4567,alive,none,belted,m,38,1998,1990,unavail,driver
4568,alive,none,belted,m,40,1998,1990,unavail,driver
4569,dead,airbag,none,m,47,1998,1997,deploy,driver
4570,alive,airbag,belted,m,58,1998,1994,deploy,driver
4571,dead,none,belted,f,44,1998,1994,unavail,pass
4572,dead,none,none,f,18,1998,1989,unavail,driver
4573,alive,none,none,m,23,1998,1997,unavail,driver
4574,alive,none,none,m,24,1998,1997,unavail,pass
4575,alive,airbag,none,f,43,1998,1998,deploy,driver
4576,alive,airbag,none,m,36,1998,1998,deploy,pass
4577,alive,none,none,m,29,1998,1982,unavail,driver
4578,alive,airbag,none,m,69,1998,1992,deploy,driver
4579,alive,none,none,f,58,1998,1992,unavail,pass
4580,alive,none,none,f,35,1998,1987,unavail,driver
4581,alive,none,none,f,44,1998,1987,unavail,pass
4582,alive,airbag,belted,m,59,1998,1995,deploy,driver
4583,dead,airbag,none,m,29,1998,1997,deploy,driver
4584,alive,airbag,none,f,21,1998,1995,deploy,driver
4585,alive,airbag,none,m,39,1998,1995,nodeploy,driver
4586,alive,airbag,belted,m,35,1998,1998,deploy,driver
4587,alive,airbag,none,m,21,1998,1992,deploy,driver
4588,alive,none,none,m,20,1998,1992,unavail,pass
4589,alive,none,belted,f,42,1998,1993,unavail,driver
4590,alive,none,belted,f,17,1998,1993,unavail,pass
4591,alive,airbag,none,m,21,1998,1999,nodeploy,driver
4592,alive,airbag,belted,m,20,1998,1994,deploy,driver
4593,alive,airbag,none,m,18,1998,1994,deploy,pass
4594,alive,none,none,m,31,1998,1989,unavail,pass
4595,alive,airbag,belted,f,27,1998,1996,deploy,driver
4596,alive,none,none,m,35,1998,1986,unavail,driver
4597,alive,none,none,m,44,1998,1986,unavail,pass
4598,alive,airbag,belted,m,18,1998,1998,deploy,driver
4599,alive,airbag,none,m,17,1998,1998,deploy,pass
4600,alive,airbag,belted,m,50,1998,1998,deploy,driver
4601,alive,none,none,m,54,1998,1988,unavail,driver
4602,alive,airbag,belted,f,50,1998,1992,nodeploy,driver
4603,alive,airbag,belted,m,27,1998,1992,nodeploy,pass
4604,alive,airbag,none,m,18,1998,1992,deploy,driver
4605,alive,none,belted,f,16,1998,1992,unavail,pass
4606,alive,airbag,belted,f,39,1998,1997,deploy,driver
4607,alive,airbag,belted,m,33,1998,1997,deploy,pass
4608,alive,none,belted,f,40,1998,1990,unavail,driver
4609,alive,none,none,m,49,1998,1983,unavail,driver
4610,alive,airbag,none,f,31,1998,1997,deploy,driver
4611,alive,airbag,none,f,69,1998,1992,deploy,driver
4612,alive,none,belted,m,23,1998,1992,unavail,driver
4613,alive,airbag,belted,f,49,1998,1994,nodeploy,driver
4614,alive,airbag,belted,f,79,1998,1994,nodeploy,pass
4615,alive,none,belted,m,18,1998,1987,unavail,driver
4616,alive,none,none,m,16,1998,1987,unavail,pass
4617,alive,none,none,f,16,1998,1989,unavail,driver
4618,alive,none,none,m,19,1998,1989,unavail,pass
4619,alive,none,none,m,17,1998,1980,unavail,driver
4620,alive,airbag,belted,m,46,1998,1997,nodeploy,driver
4621,alive,none,belted,m,16,1998,1986,unavail,driver
4622,alive,none,belted,m,51,1998,1994,unavail,driver
4623,alive,none,belted,f,43,1998,1994,unavail,driver
4624,alive,none,none,m,24,1998,1987,unavail,driver
4625,alive,none,belted,m,35,1998,1994,unavail,driver
4626,alive,airbag,none,m,33,1998,1998,nodeploy,driver
4627,alive,airbag,none,m,26,1998,1998,nodeploy,pass
4628,alive,none,none,m,26,1998,1990,unavail,driver
4629,alive,none,none,m,45,1998,1990,unavail,driver
4630,alive,none,none,m,43,1998,1990,unavail,pass
4631,alive,airbag,none,f,21,1998,1997,deploy,driver
4632,alive,airbag,none,f,21,1998,1997,deploy,pass
4633,alive,none,belted,m,70,1998,1984,unavail,driver
4634,alive,none,none,m,37,1998,1984,unavail,pass
4635,alive,airbag,belted,m,53,1998,1996,deploy,driver
4636,alive,none,belted,m,83,1998,1987,unavail,driver
4637,alive,none,none,m,39,1998,1989,unavail,driver
4638,alive,none,belted,f,54,1998,1988,unavail,driver
4639,alive,none,belted,m,80,1998,1984,unavail,driver
4640,alive,airbag,belted,m,79,1998,1994,deploy,driver
4641,alive,airbag,belted,f,77,1998,1994,deploy,pass
4642,alive,airbag,belted,m,19,1998,1992,deploy,driver
4643,alive,none,belted,f,19,1998,1990,unavail,driver
4644,alive,none,belted,m,19,1998,1990,unavail,pass
4645,alive,none,none,m,24,1998,1988,unavail,driver
4646,alive,none,belted,f,42,1998,1991,unavail,driver
4647,alive,airbag,belted,f,70,1998,1993,nodeploy,driver
4648,alive,none,belted,f,19,1998,1986,unavail,driver
4649,dead,airbag,belted,f,39,1998,1992,deploy,driver
4650,alive,airbag,none,m,44,1998,1997,deploy,driver
4651,alive,none,belted,m,19,1998,1989,unavail,driver
4652,alive,airbag,none,m,34,1998,1993,deploy,driver
4653,alive,airbag,belted,f,25,1998,1994,deploy,driver
4654,alive,airbag,belted,m,19,1998,1997,deploy,driver
4655,alive,airbag,belted,m,20,1998,1997,deploy,pass
4656,alive,none,belted,f,80,1998,1988,unavail,driver
4657,alive,airbag,belted,f,38,1998,1994,nodeploy,driver
4658,alive,airbag,belted,f,45,1998,1995,nodeploy,driver
4659,alive,airbag,belted,m,31,1998,1995,nodeploy,driver
4660,alive,airbag,belted,f,29,1998,1995,nodeploy,pass
4661,alive,airbag,belted,f,40,1998,1994,deploy,driver
4662,alive,none,none,m,37,1998,1993,unavail,driver
4663,alive,none,belted,f,28,1998,1984,unavail,driver
4664,alive,airbag,belted,f,69,1998,1992,deploy,driver
4665,alive,none,none,m,59,1998,1987,unavail,driver
4666,alive,none,none,m,32,1998,1993,unavail,driver
4667,alive,none,none,m,37,1998,1993,unavail,pass
4668,alive,none,belted,f,16,1998,1989,unavail,driver
4669,alive,none,belted,m,16,1998,1989,unavail,pass
4670,alive,none,belted,m,57,1998,1994,unavail,driver
4671,alive,none,none,f,19,1998,1991,unavail,driver
4672,alive,airbag,none,m,17,1998,1993,nodeploy,driver
4673,alive,airbag,belted,f,62,1998,1995,nodeploy,driver
4674,alive,none,belted,f,19,1998,1991,unavail,driver
4675,alive,airbag,belted,f,56,1998,1995,nodeploy,driver
4676,alive,airbag,belted,f,29,1998,1995,nodeploy,pass
4677,alive,none,belted,m,45,1998,1991,unavail,driver
4678,alive,airbag,belted,f,45,1998,1990,deploy,driver
4679,alive,none,none,m,17,1998,1987,unavail,driver
4680,alive,none,none,m,16,1998,1987,unavail,pass
4681,alive,airbag,belted,f,46,1998,1992,deploy,driver
4682,alive,airbag,belted,m,43,1998,1995,nodeploy,driver
4683,alive,airbag,belted,f,42,1998,1995,nodeploy,pass
4684,alive,none,none,m,74,1998,1989,unavail,driver
4685,alive,none,none,f,85,1998,1988,unavail,driver
4686,alive,none,none,m,84,1998,1988,unavail,pass
4687,alive,none,belted,f,59,1998,1987,unavail,driver
4688,dead,none,none,f,77,1998,1985,unavail,driver
4689,alive,none,belted,m,49,1998,1988,unavail,driver
4690,alive,none,belted,f,49,1998,1988,unavail,pass
4691,alive,none,none,m,26,1998,1991,unavail,driver
4692,alive,airbag,belted,f,25,1998,1997,nodeploy,driver
4693,alive,none,none,m,38,1998,1987,unavail,driver
4694,alive,airbag,belted,f,38,1998,1995,nodeploy,driver
4695,alive,airbag,belted,f,34,1998,1999,nodeploy,driver
4696,alive,airbag,belted,f,31,1998,1996,deploy,driver
4697,alive,airbag,none,m,29,1998,1998,nodeploy,driver
4698,alive,airbag,belted,f,54,1998,1992,deploy,driver
4699,alive,airbag,belted,f,23,1998,1996,deploy,driver
4700,alive,none,belted,f,37,1998,1985,unavail,driver
4701,alive,none,belted,f,19,1998,1985,unavail,pass
4702,alive,airbag,belted,m,31,1998,1996,deploy,driver
4703,alive,airbag,belted,m,50,1998,1998,nodeploy,driver
4704,alive,airbag,belted,f,44,1998,1998,nodeploy,pass
4705,alive,airbag,belted,f,18,1998,1994,deploy,driver
4706,alive,none,belted,m,19,1998,1985,unavail,driver
4707,alive,none,none,m,20,1998,1985,unavail,pass
4708,alive,none,belted,f,79,1998,1988,unavail,driver
4709,alive,airbag,belted,f,66,1998,1995,deploy,driver
4710,alive,airbag,belted,f,30,1998,1991,nodeploy,driver
4711,alive,airbag,none,f,21,1998,1995,deploy,driver
4712,alive,airbag,none,f,33,1998,1995,deploy,driver
4713,alive,none,none,m,32,1998,1989,unavail,driver
4714,alive,none,belted,f,50,1998,1992,unavail,driver
4715,alive,none,belted,m,45,1998,1988,unavail,driver
4716,alive,none,none,m,51,1998,1992,unavail,driver
4717,alive,none,none,m,67,1998,1992,unavail,pass
4718,alive,none,none,m,36,1998,1992,unavail,driver
4719,alive,none,belted,f,67,1998,1992,unavail,pass
4720,alive,airbag,belted,m,55,1998,1995,nodeploy,driver
4721,alive,none,none,m,23,1998,1986,unavail,driver
4722,alive,airbag,belted,f,23,1998,1996,deploy,driver
4723,alive,airbag,none,f,39,1998,1994,deploy,driver
4724,alive,none,none,f,40,1998,1994,unavail,pass
4725,alive,airbag,none,f,37,1998,1997,deploy,driver
4726,alive,none,belted,m,28,1998,1985,unavail,driver
4727,alive,none,belted,f,60,1998,1990,unavail,driver
4728,alive,airbag,belted,f,26,1998,1996,nodeploy,driver
4729,alive,none,none,f,17,1998,1987,unavail,driver
4730,alive,airbag,none,m,18,1998,1994,nodeploy,driver
4731,alive,none,belted,m,30,1998,1990,unavail,driver
4732,dead,airbag,none,m,24,1998,1998,deploy,driver
4733,alive,none,belted,m,20,1998,1994,unavail,driver
4734,alive,none,none,m,27,1998,1994,unavail,driver
4735,alive,airbag,belted,f,21,1998,1997,deploy,driver
4736,alive,airbag,none,f,19,1998,1998,nodeploy,driver
4737,alive,airbag,belted,m,73,1998,1996,nodeploy,driver
4738,alive,airbag,belted,f,34,1998,1998,nodeploy,driver
4739,alive,airbag,none,f,39,1998,1998,nodeploy,pass
4740,alive,airbag,belted,f,28,1998,1997,nodeploy,driver
4741,alive,airbag,belted,m,28,1998,1997,nodeploy,pass
4742,alive,none,none,f,20,1998,1989,unavail,driver
4743,alive,airbag,none,f,46,1998,1996,deploy,driver
4744,alive,none,belted,m,39,1998,1989,unavail,driver
4745,alive,none,none,m,43,1998,1991,unavail,driver
4746,alive,none,none,m,48,1998,1990,unavail,driver
4747,alive,none,belted,f,37,1998,1992,unavail,driver
4748,alive,none,belted,f,46,1998,1992,unavail,pass
4749,alive,airbag,none,f,51,1998,1996,nodeploy,driver
4750,alive,airbag,none,m,19,1998,1996,nodeploy,pass
4751,alive,airbag,none,m,20,1998,1990,deploy,driver
4752,alive,none,belted,m,40,1998,1993,unavail,driver
4753,alive,airbag,belted,m,47,1998,1995,deploy,driver
4754,alive,airbag,none,m,24,1998,1997,deploy,driver
4755,alive,none,none,m,38,1998,1985,unavail,driver
4756,alive,airbag,belted,f,51,1998,1993,nodeploy,driver
4757,alive,airbag,none,f,23,1998,1997,deploy,driver
4758,alive,airbag,none,f,57,1998,1992,deploy,driver
4759,alive,airbag,belted,f,19,1998,1995,deploy,driver
4760,alive,airbag,belted,f,19,1998,1995,deploy,pass
4761,alive,airbag,belted,f,17,1998,1993,nodeploy,driver
4762,alive,airbag,belted,f,49,1998,1993,nodeploy,pass
4763,alive,none,belted,f,30,1998,1992,unavail,driver
4764,alive,airbag,belted,f,49,1998,1996,deploy,driver
4765,alive,airbag,belted,f,41,1998,1998,deploy,driver
4766,alive,airbag,belted,m,17,1998,1993,nodeploy,driver
4767,alive,airbag,belted,m,18,1998,1993,nodeploy,pass
4768,alive,none,belted,f,19,1998,1989,unavail,driver
4769,alive,none,none,m,20,1998,1989,unavail,pass
4770,alive,none,belted,f,35,1998,1993,unavail,driver
4771,alive,none,belted,m,84,1998,1985,unavail,driver
4772,alive,none,belted,f,58,1998,1987,unavail,driver
4773,alive,none,none,m,34,1998,1989,unavail,driver
4774,alive,none,belted,m,16,1998,1994,unavail,driver
4775,alive,none,none,m,86,1998,1988,unavail,driver
4776,alive,none,none,f,84,1998,1988,unavail,pass
4777,alive,airbag,none,f,41,1998,1992,deploy,driver
4778,alive,airbag,belted,f,77,1998,1995,nodeploy,driver
4779,alive,none,none,m,42,1998,1986,unavail,driver
4780,alive,none,none,f,49,1998,1991,unavail,driver
4781,alive,airbag,belted,m,27,1998,1989,deploy,driver
4782,alive,none,belted,f,34,1998,1993,unavail,driver
4783,alive,none,belted,m,24,1998,1989,unavail,driver
4784,alive,none,belted,f,28,1998,1989,unavail,pass
4785,alive,airbag,belted,m,36,1998,1996,nodeploy,driver
4786,alive,none,belted,m,39,1998,1993,unavail,driver
4787,alive,none,none,f,50,1998,1994,unavail,driver
4788,dead,none,none,m,72,1998,1988,unavail,driver
4789,alive,none,belted,m,16,1998,1984,unavail,driver
4790,alive,none,belted,m,38,1998,1984,unavail,pass
4791,alive,airbag,belted,m,59,1998,1995,nodeploy,driver
4792,alive,none,none,m,45,1998,1991,unavail,driver
4793,alive,airbag,belted,f,41,1998,1997,deploy,driver
4794,alive,airbag,belted,m,31,1998,1999,nodeploy,driver
4795,alive,airbag,belted,m,77,1998,1998,deploy,driver
4796,alive,airbag,belted,f,69,1998,1998,deploy,pass
4797,alive,none,none,m,18,1998,1985,unavail,driver
4798,alive,none,none,f,17,1998,1985,unavail,pass
4799,alive,none,none,m,76,1998,1993,unavail,driver
4800,alive,airbag,belted,m,52,1998,1998,deploy,driver
4801,alive,airbag,belted,f,28,1998,1998,deploy,driver
4802,alive,none,none,f,30,1998,1992,unavail,driver
4803,alive,airbag,none,m,79,1998,1998,deploy,driver
4804,alive,airbag,none,m,40,1998,1999,deploy,driver
4805,alive,none,none,m,27,1998,1991,unavail,driver
4806,alive,none,none,f,20,1998,1991,unavail,pass
4807,alive,none,none,m,55,1998,1985,unavail,driver
4808,alive,none,belted,f,31,1998,1989,unavail,driver
4809,alive,none,belted,f,34,1998,1989,unavail,pass
4810,alive,none,belted,f,37,1998,1992,unavail,driver
4811,alive,airbag,belted,f,36,1998,1995,deploy,driver
4812,dead,none,none,m,80,1998,1986,unavail,driver
4813,alive,none,belted,f,35,1998,1980,unavail,driver
4814,alive,none,belted,f,16,1998,1980,unavail,pass
4815,alive,airbag,belted,f,60,1998,1993,nodeploy,driver
4816,alive,none,belted,f,47,1998,1990,unavail,driver
4817,alive,none,belted,m,28,1998,1993,unavail,driver
4818,alive,none,belted,f,18,1998,1990,unavail,driver
4819,alive,none,belted,m,20,1998,1990,unavail,pass
4820,alive,airbag,belted,f,24,1998,1996,deploy,driver
4821,alive,airbag,belted,m,25,1998,1996,deploy,pass
4822,alive,none,none,m,64,1998,1988,unavail,driver
4823,alive,none,belted,f,32,1998,1990,unavail,driver
4824,alive,airbag,belted,f,68,1998,1992,deploy,driver
4825,alive,airbag,belted,f,33,1998,1996,nodeploy,driver
4826,alive,airbag,belted,m,41,1998,1997,deploy,driver
4827,alive,airbag,belted,m,33,1998,1997,deploy,pass
4828,alive,airbag,belted,f,28,1998,1996,deploy,driver
4829,alive,airbag,belted,m,27,1998,1996,deploy,pass
4830,alive,airbag,belted,m,65,1998,1993,nodeploy,driver
4831,alive,airbag,belted,f,66,1998,1996,deploy,driver
4832,alive,airbag,none,m,35,1998,1997,nodeploy,driver
4833,alive,none,belted,f,28,1998,1994,unavail,driver
4834,alive,none,belted,m,25,1998,1994,unavail,pass
4835,alive,airbag,belted,m,44,1998,1995,deploy,driver
4836,alive,none,belted,f,20,1998,1987,unavail,driver
4837,alive,airbag,belted,f,16,1998,1995,deploy,driver
4838,alive,airbag,belted,m,19,1998,1995,deploy,pass
4839,alive,none,belted,m,35,1998,1995,unavail,driver
4840,alive,airbag,belted,m,19,1998,1994,deploy,driver
4841,alive,airbag,belted,m,25,1998,1998,nodeploy,driver
4842,alive,airbag,none,f,45,1998,1998,nodeploy,pass
4843,alive,airbag,belted,f,19,1998,1996,deploy,driver
4844,alive,airbag,belted,m,71,1998,1993,deploy,driver
4845,alive,none,none,f,75,1998,1993,unavail,pass
4846,alive,airbag,belted,m,21,1998,1996,deploy,driver
4847,alive,airbag,belted,m,25,1998,1996,deploy,pass
4848,alive,none,belted,f,28,1998,1991,unavail,driver
4849,alive,airbag,belted,f,38,1998,1996,deploy,driver
4850,alive,airbag,belted,m,27,1998,1998,deploy,driver
4851,alive,airbag,belted,f,52,1998,1998,deploy,pass
4852,dead,none,none,m,28,1998,1984,unavail,driver
4853,alive,none,none,m,40,1998,1984,unavail,pass
4854,alive,airbag,belted,f,23,1998,1995,nodeploy,driver
4855,alive,airbag,belted,m,31,1998,1995,nodeploy,pass
4856,alive,airbag,belted,m,24,1998,1996,nodeploy,driver
4857,alive,airbag,belted,m,24,1998,1996,nodeploy,pass
4858,alive,airbag,belted,f,24,1998,1996,deploy,driver
4859,alive,none,belted,m,17,1998,1986,unavail,driver
4860,alive,none,belted,m,42,1998,1991,unavail,driver
4861,alive,airbag,belted,f,69,1998,1996,deploy,driver
4862,alive,airbag,belted,m,50,1998,1997,nodeploy,driver
4863,alive,none,none,f,28,1998,1989,unavail,driver
4864,alive,none,belted,f,55,1998,1989,unavail,pass
4865,alive,airbag,belted,m,40,1998,1996,deploy,driver
4866,alive,none,belted,f,20,1998,1992,unavail,driver
4867,alive,airbag,belted,f,30,1998,1993,nodeploy,driver
4868,alive,airbag,none,f,30,1998,1993,nodeploy,pass
4869,alive,none,belted,f,29,1998,1992,unavail,driver
4870,alive,airbag,none,m,29,1998,1990,deploy,driver
4871,alive,none,belted,f,16,1998,1991,unavail,driver
4872,alive,airbag,belted,f,39,1998,1994,deploy,driver
4873,dead,airbag,belted,m,30,1998,1998,deploy,driver
4874,alive,none,belted,f,52,1998,1988,unavail,driver
4875,alive,none,belted,f,83,1998,1988,unavail,pass
4876,alive,airbag,belted,m,40,1998,1994,deploy,driver
4877,dead,none,none,f,40,1998,1983,unavail,driver
4878,dead,none,none,m,40,1998,1983,unavail,pass
4879,alive,airbag,belted,m,28,1998,1995,deploy,driver
4880,alive,airbag,belted,f,48,1998,1995,deploy,driver
4881,alive,airbag,belted,m,19,1998,1995,deploy,pass
4882,alive,airbag,belted,f,19,1998,1996,deploy,driver
4883,alive,airbag,belted,f,40,1998,1996,deploy,pass
4884,alive,airbag,belted,m,32,1998,1998,deploy,driver
4885,alive,none,none,f,20,1998,1985,unavail,driver
4886,alive,none,belted,f,18,1998,1992,unavail,driver
4887,alive,airbag,belted,f,24,1998,1997,nodeploy,driver
4888,alive,airbag,belted,f,35,1998,1992,deploy,driver
4889,alive,none,belted,f,35,1998,1994,unavail,driver
4890,alive,airbag,belted,m,57,1998,1996,deploy,driver
4891,alive,none,belted,f,27,1998,1991,unavail,driver
4892,alive,airbag,belted,f,72,1998,1997,deploy,driver
4893,dead,none,none,m,44,1998,1993,unavail,driver
4894,alive,none,belted,m,47,1998,1995,unavail,driver
4895,alive,none,belted,m,23,1998,1984,unavail,driver
4896,alive,none,belted,m,20,1998,1984,unavail,pass
4897,dead,none,none,m,35,1998,1986,unavail,driver
4898,dead,none,none,m,59,1998,1993,unavail,driver
4899,alive,none,belted,m,70,1998,1988,unavail,driver
4900,alive,none,belted,f,29,1998,1990,unavail,driver
4901,alive,airbag,belted,f,16,1998,1996,nodeploy,driver
4902,alive,airbag,belted,f,16,1998,1996,nodeploy,pass
4903,alive,none,belted,f,39,1998,1987,unavail,driver
4904,alive,none,none,f,40,1998,1987,unavail,pass
4905,alive,airbag,belted,f,50,1998,1996,nodeploy,driver
4906,alive,airbag,belted,f,50,1998,1994,deploy,driver
4907,alive,airbag,belted,f,48,1998,1990,deploy,driver
4908,alive,airbag,none,f,36,1998,1991,deploy,driver
4909,alive,airbag,belted,f,51,1998,1996,deploy,driver
4910,dead,airbag,belted,m,34,1998,1991,deploy,driver
4911,alive,airbag,belted,m,24,1998,1998,deploy,driver
4912,alive,none,belted,m,34,1998,1994,unavail,driver
4913,alive,none,belted,m,41,1998,1988,unavail,driver
4914,alive,airbag,belted,f,50,1998,1994,nodeploy,driver
4915,alive,airbag,belted,f,47,1998,1995,deploy,driver
4916,dead,airbag,belted,f,73,1998,1994,deploy,driver
4917,alive,airbag,belted,f,67,1998,1993,deploy,driver
